0.00069015,0.00041518,8.1765,0.21932,0.022003,17.245,0
0.00068543,0.00040896,6.8861,0.28196,0.01828,16.162,0
0.00071048,0.00043044,4.9942,0.21872,0.0093689,6.9155,0
0.00069499,0.00042501,4.9406,0.15853,0.01059,8.1674,0
0.00068361,0.00042196,4.8157,0.23348,0.0093994,7.0087,0
0.00066924,0.00040668,6.3706,0.13362,0.0159,12.312,0
0.000687,0.00039938,18.088,0.1987,0.030121,23.854,0
0.00070415,0.00042342,6.8023,0.16215,0.016663,12.092,0
0.00069886,0.00041725,17.457,0.042767,0.036041,27.205,0
0.00071258,0.00043176,8.2094,0.10329,0.025085,19.443,0
0.00068199,0.00040927,5.945,0.2405,0.011444,9.6208,0
0.00071808,0.00042472,9.2452,0.15584,0.023926,17.127,0
0.00068541,0.00042093,5.4923,0.15958,0.017273,12.6,0
0.00067302,0.00040449,13.584,0.19239,0.029816,24.214,0
0.00070458,0.00042911,6.5111,0.17778,0.020447,15.636,0
0.00070868,0.00041857,6.8263,0.12523,0.014526,10.292,0
0.0007364,0.00043967,10.341,0.10679,0.026123,17.861,0
0.00072662,0.00043958,6.6807,0.14053,0.014862,10.29,0
0.0007342,0.00044266,17.036,0.28429,0.034027,25.563,0
0.00070252,0.00042292,5.8912,0.1522,0.017365,13.38,0
0.00071375,0.00042723,7.0956,0.26203,0.017731,12.913,0
0.00070472,0.00042073,5.7883,0.2248,0.013763,10.436,0
0.00070459,0.00041994,13.284,0.1847,0.027161,20.444,0
0.00070655,0.00041895,16.811,0.17262,0.028809,21.078,0
0.0006834,0.00041408,6.5957,0.11037,0.018219,13.709,0
0.00067903,0.000415,5.7766,0.22339,0.014221,10.651,0
0.00071667,0.00043113,7.7779,0.16943,0.023132,17.374,0
0.00071988,0.00044355,7.0134,0.066166,0.020996,14.668,0
0.00072272,0.00043582,8.443,0.22286,0.025177,20.268,0
0.00070532,0.00042026,8.469,0.29882,0.019287,13.802,0
0.00068297,0.00041513,5.5194,0.12937,0.015228,11.35,0
0.00067085,0.00041139,7.1019,0.14211,0.023468,18.014,0
0.00073305,0.00043403,7.8569,0.24779,0.018829,12.864,0
0.00069915,0.00042325,5.592,0.13421,0.016174,11.785,0
0.00068216,0.00041377,7.8837,0.20574,0.022583,16.687,0
0.00070161,0.0004239,7.6857,0.15364,0.021271,15.485,0
0.00072568,0.00042927,9.1409,0.15901,0.020203,14.046,0
0.00073811,0.00044627,8.8395,0.08905,0.024994,17.489,0
0.00075243,0.00045248,6.0019,0.20869,0.016846,11.316,0
0.00076644,0.00045379,7.9472,0.3081,0.019836,14.135,0
0.00072878,0.00044409,5.3685,0.23638,0.015594,11.474,0
0.00074499,0.00044264,27.431,0.22631,0.047394,33.221,0
0.0007245,0.00042751,8.5585,0.23881,0.022034,15.332,0
0.00069066,0.00041675,7.1787,0.27599,0.022034,19.044,0
0.00070334,0.00042019,6.5838,0.21127,0.016388,11.672,0
0.00070457,0.0004149,8.0061,0.29221,0.017303,12.431,0
0.00071649,0.00042837,5.5933,0.1964,0.015594,10.904,0
0.00069041,0.00040928,9.2499,0.14412,0.022522,16.753,0
0.00073492,0.00044278,8.5375,0.11171,0.025879,19.475,0
0.00072514,0.00044722,4.7335,0.15191,0.0098877,7.2386,0
0.00070311,0.00042373,8.9289,0.12318,0.027283,20.009,0
0.00071465,0.00042449,9.0463,0.22436,0.025177,19.387,0
0.00067238,0.00040979,5.1222,0.16311,0.010925,8.5328,0
0.00070314,0.00042679,5.8843,0.13888,0.015594,12.847,0
0.00067987,0.00041239,5.9278,0.21709,0.016357,13.915,0
0.00071983,0.00043285,6.979,0.14402,0.020691,16.237,0
0.0007053,0.00042636,6.2711,0.16679,0.016052,12.029,0
0.00071812,0.00043144,8.3659,0.1492,0.023041,16.106,0
0.00071895,0.0004351,8.3995,0.15512,0.022705,16.13,0
0.00074159,0.00043492,16.14,0.16549,0.032043,21.851,0
0.00071596,0.00042921,6.3975,0.24787,0.015045,12.105,0
0.00072349,0.00043482,12.19,0.13736,0.031708,23.115,0
0.00068003,0.00041029,6.6307,0.19189,0.018646,14.675,0
0.00074171,0.00044469,6.7433,0.21368,0.021759,15.635,0
0.00071242,0.0004343,6.4941,0.17832,0.020233,14.264,0
0.00068814,0.00041593,6.5463,0.14999,0.017761,13.437,0
