V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,classLabel
4.359375,5.5468433,82.987982,5.5336302,80.187696,2.1796875,5.2152621,48.719905,573.15555,0.017028809,45.434898,14357713,6217615.1,1850,1
4.0625,4.3157832,95.530317,2.5935143,95.875024,2.03125,3.8100744,56.734995,604.16187,0.015869141,52.202092,22769038,8889564.2,1660,1
0.1015625,0.37310875,107.72851,0.27350164,82.411765,0.05078125,0.21998078,72.762452,728.95252,0.000396729,62.375985,19934196,12236778,2930,0
0.0625,0.24301259,98.647059,0.29262591,139.52941,0.03125,0.17433346,129.75265,2071.7422,0.000244141,101.77019,23202392,18555135,2880,0
0.1953125,0.48697352,110.17412,0.45994854,114.04604,0.09765625,0.33465577,69.62477,679.2017,0.000762939,64.123087,19157894,11916093,2810,0
0.6015625,1.1524697,84.192513,0.71811316,61.70778,0.30078125,0.79172149,12.749645,65.273022,0.002349854,14.900012,7635421.7,4661070.8,2260,1
0.6015625,1.1993426,84.705882,0.71226426,64.600406,0.30078125,0.72447369,15.54973,80.767347,0.002349854,17.14538,7680159.2,4574186.4,2270,1
1.5390625,3.8940745,66.704091,0.91490152,55.82194,0.76953125,1.600738,28.949085,227.58948,0.006011963,29.208546,8963421.3,5619773.6,2200,1
5.390625,4.9774838,96.002046,5.6156199,95.053364,2.6953125,5.7993355,76.594351,1182.5359,0.021057129,85.75242,18911291,9152213.3,1750,1
1.3359375,2.4759547,70.23323,1.7582588,71.101604,0.66796875,1.4372869,33.102669,285.04893,0.005218506,30.358796,18089288,6601977.2,1830,1
0.125,0.37647348,106.94118,0.39861658,113.68421,0.0625,0.27296484,36.084109,361.05658,0.000488281,71.901639,13807311,7141262.9,2880,0
8.1015625,7.9919643,89.966306,8.2341435,86.412438,4.0507813,9.0921944,80.679068,1250.8936,0.031646729,90.145845,20138607,12355841,1830,1
4.1953125,4.597258,91.401906,2.4693869,97.282972,2.0976563,5.1306685,53.063502,664.21622,0.016387939,48.767809,21396070,8265978.6,1680,1
0.28125,0.61397761,118.39216,0.3630816,111.94464,0.140625,0.52743367,154.58519,926.2525668,0.001098633,135.38115,50672039,29752818,2950,0
7.515625,6.5423928,94.4723,7.3326305,88.586195,3.7578125,7.9933758,77.778521,1185.683,0.02935791,90.734138,20388685,11923517,1790,1
0.5625,0.88513534,109.76471,0.29721476,123.10588,0.28125,0.95332236,142.60467,926.2525668,0.002197266,134.8398,34474272,22748560,2800,0
3.167038699,5.825251906,88.017495,4.84391494,88.060336,1.583519362,3.95916802,114.20628,2959.9131,0.012371245,157.605,43870389.65,73701557,2960,0
3.9609375,3.9652076,100.60007,4.0291446,93.396884,1.9804688,3.791064,39.220813,358.42173,0.015472412,41.729902,14635499,5059615.3,1680,1
0.078125,0.26942268,114.77647,0.29721476,94.729412,0.0390625,0.21337048,32.60406,282.54797,0.000305176,30.878447,9373719.3,5087628.6,2860,0
0.109375,0.33753098,124.84034,0.32819822,97.303167,0.0546875,0.25997266,113.95242,1961.1949,0.000427246,94.515568,28108982,19999164,2920,0
0.1484375,0.39861658,105.36223,0.41197324,115.83193,0.07421875,0.27716947,96.607416,1284.5132,0.000579834,82.307977,21687631,13214357,2910,0
4.6171875,7.7196152,97.027172,5.3829197,75.246613,2.3085938,4.1626825,17.313685,94.179818,0.018035889,16.533872,12189404,5394501.1,1830,1
4.2578125,6.8115766,84.529736,8.1429126,69.50946,2.1289063,4.3153834,19.497907,123.62898,0.01663208,18.165298,12443802,5543012.9,1850,1
5.4453125,4.9450661,96.927673,6.1476061,92.933774,2.7226563,6.4294996,74.38466,1145.796,0.021270752,82.900764,18458657,8862930.8,1760,1
0.125,0.3968379,120.97059,0.25667755,106.66667,0.0625,0.25819889,148.96413,2725.4264,0.000488281,126.39568,59162548,39519916,2950,0
0.1015625,0.32819822,111.63801,0.30808895,104.98396,0.05078125,0.21998078,46.981994,353.18474,0.000396729,45.852345,12221695,8310461.1,2930,0
5.2109375,9.0071296,99.312461,6.3697147,74.732799,2.6054688,4.8826031,19.71473,117.43477,0.020355225,18.303523,12458707,5611320.5,1820,1
4.640625,4.4857331,100.77243,2.7151061,100.78518,2.3203125,4.9236263,65.594993,805.72639,0.018127441,60.24432,25589620,9555263.4,1660,1
11,10.99463,85.465909,9.9865282,83.09063,5.5,11.522187,78.258732,1177.3982,0.04296875,91.611495,20079754,14477591,1900,1
0.15625,0.3855153,106.37647,0.31839905,108.47059,0.078125,0.30956959,41.647058,386.74998,0.000610352,42.04733,20553807,8703665.9,2710,0
4.3203125,4.7070622,90.393788,2.3333743,95.010734,2.1601563,4.4167389,52.809794,589.32902,0.016876221,51.03237,22172810,8385678.1,1690,1
0.78125,1.6597955,79.058824,1.0876623,67.879952,0.390625,0.99987744,16.180569,91.172457,0.003051758,17.165658,7821475.3,4665356.5,2280,1
4.6328125,4.1466638,110.02718,3.8310066,96.535281,2.3164063,4.7853416,81.408657,1225.4424,0.018096924,84.333621,24328651,20251790,2750,0
0.1484375,0.37834792,131.88854,0.281373,99.465241,0.07421875,0.27716947,103.06006,1863.378,0.000579834,91.726006,25221368,18884172,2980,0
0.1875,0.39184602,114.82353,0.47137552,86.631016,0.09375,0.37442767,61.624705,748.76686,0.000732422,60.691249,21563110,13362696,2810,0
0.125,0.3320184,92.911765,0.30808895,101.00535,0.0625,0.28697202,72.892165,785.81722,0.000488281,68.88636,25815171,22236116,2850,0
4.25,4.7736151,92.034602,2.0725047,99.330171,2.125,4.2546399,48.791391,503.5078,0.016601563,44.955893,20956975,7945175.7,1680,1
3.9140625,3.6651741,113.9838,3.1751585,101.65065,1.9570313,4.0576857,80.736718,1248.2255,0.015289307,82.670971,23299862,19350521,2710,0
0.0625,0.24301259,113.29412,0.30325904,98.932127,0.03125,0.19553847,62.279403,739.61464,0.000244141,84.923163,15209744,8659456.6,2790,0
0.1328125,0.38415658,103.391,0.3133355,119.89916,0.06640625,0.27915203,81.352237,836.1229,0.000518799,95.400324,31792363,24431150,2950,0
0.75,1.0271894,111.94118,1.0585411,110.81577,0.375,0.986179,68.137998,982.14331,0.002929688,56.852601,21903861,16626045,2870,0
1.65625,1.9336942,109.99778,1.5585482,109.78444,0.828125,1.5472144,46.376403,398.2706,0.006469727,46.672057,15145977,12920215,2780,0
2.7421875,6.6902751,61.727501,2.880152,55.183391,1.3710938,2.7905626,29.513512,237.97939,0.01071167,30.495012,9308891.7,6068614.8,2180,1
3.1796875,3.8809723,86.554704,4.4329819,82.442083,1.5898438,3.8039884,40.882294,459.07848,0.012420654,43.453184,14027647,5441258.6,1800,1
0.25,0.51741331,90.088235,0.57115498,117.78151,0.125,0.34299717,43.349424,327.92379,0.000976563,51.465936,21890864,17494065,2770,0
5.5546875,5.2643633,97.709605,3.3709238,101.15311,2.7773438,5.9198266,70.268911,886.15035,0.021697998,65.567569,27659469,10246486,1680,1
0.90625,2.0095735,81.894523,0.87784268,63.047346,0.453125,1.1331675,14.114573,75.457651,0.003540039,15.19725,7630395.7,4575626.9,2280,1
0.40625,0.62035677,106.37104,0.68370913,115.66203,0.203125,0.63689658,134.22841,3366.1457,0.001586914,113.80224,41774909,30151623,2840,0
7.953125,7.1053483,96.955507,6.1671627,92.30706,3.9765625,9.825908,64.242651,1035.9128,0.031066895,67.126474,18445503,8281499.7,1750,1
2.3515625,4.5637908,81.685363,3.492258,66.627451,1.1757813,3.1753276,23.13206,248.73731,0.009185791,20.195653,11442038,5264816.4,1920,1
3.78125,5.7942919,84.492951,6.18792,70.340875,1.890625,3.5836981,31.808869,254.58018,0.014770508,30.867193,10817490,6064182.6,1880,1
2.4453125,2.6016609,110.46946,1.6589058,101.57801,1.2226563,3.4278608,85.017046,2014.3505,0.009552002,81.184866,20171565,18101965,2860,0
3.9140625,5.7315639,92.734061,6.7923314,73.843532,1.9570313,3.8289544,29.955898,241.05415,0.015289307,30.262192,11221744,6049011.2,1830,1
5.21875,9.2293076,98.339556,6.0056926,74.246953,2.609375,4.6454437,18.565271,105.43079,0.020385742,17.312579,12162055,5436279.6,1830,1
4.640625,5.0473886,89.872846,2.8423016,95.683342,2.3203125,6.5072311,60.627176,901.49,0.018127441,55.855633,23269042,8866066.2,1690,1
4.546875,5.4525287,88.439054,5.2014298,79.382925,2.2734375,4.0684628,38.554805,352.82932,0.01776123,39.405926,11976141,6139051.9,1830,1
4.859375,6.1946565,81.364857,5.1109732,77.268908,2.4296875,6.45975,55.137894,834.85777,0.018981934,51.180214,14717055,7413789.4,1880,1
1.90625,2.2217164,109.55063,1.4259097,102.53176,0.953125,2.0688516,96.620522,1934.3375,0.007446289,84.554916,29048960,23614350,2980,0
0.671875,1.0656363,108.13133,1.6222342,81.256382,0.3359375,0.79977785,23.883112,158.94078,0.002624512,27.14011,9563752.2,4650971.4,1750,1
0.625,1.4253056,80.029412,1.2097608,59.500717,0.3125,0.81889452,14.840773,74.568842,0.002441406,15.689186,7694369.8,4537672.8,2310,1
0.15625,0.42440324,130.44706,0.24301259,87,0.078125,0.30956959,83.916538,1194.4349,0.000610352,81.809263,20361916,17739511,2860,0
3.375,5.1512555,97.823529,6.7071584,75.487228,1.6875,3.1641373,24.618307,165.52732,0.013183594,25.849041,10542365,5797071.3,1800,1
0.4921875,0.95568003,83.473389,0.7387193,61.281046,0.24609375,0.67299767,16.524033,84.302215,0.001922607,18.594797,7964741.3,4712156.1,2290,1
0.2734375,0.542883,103.94622,0.50950609,112.37647,0.13671875,0.44375777,76.466292,1294.1833,0.001068115,65.649181,21740941,17187995,2960,0
6.765625,5.8853674,97.514468,6.0322654,97.612839,3.3828125,8.5130775,82.421317,1310.4889,0.026428223,105.28696,24041793,13481950,1770,1
0.40625,0.71472146,109.60181,0.6520712,99.205882,0.203125,0.58556994,81.953269,1134.2667,0.001586914,67.352498,23859883,16582093,2910,0
3.9453125,5.7168195,85.552941,6.6591473,73.020433,1.9726563,4.1590009,38.807541,381.96169,0.015411377,36.072822,11143006,6025657.1,1840,1
3.3359375,3.1178363,101.68343,3.4691767,95.180266,1.6679688,3.0504113,35.224682,288.55958,0.013031006,36.969942,13903770,4758220.8,1660,1
4.53125,7.4473876,96.890872,6.8040451,74.788411,2.265625,4.0776471,18.177398,103.36009,0.017700195,17.436686,12326125,5481032.6,1820,1
5.2109375,6.1869209,87.391833,3.4584055,89.179526,2.6054688,4.9583174,55.33818,613.45649,0.020355225,51.091125,22500565,8461350.3,1720,1
10.367188,9.9564968,85.467618,9.4099774,84.793779,5.1835938,12.340015,90.836077,1550.6397,0.040496826,114.2074,24505481,19165538,1930,1
8.3515625,7.5038991,93.1144,8.1818912,88.049943,4.1757813,9.3810593,74.628011,1115.6655,0.032623291,85.393318,18969330,10630751,1820,1
3.71875,3.4066574,97.963421,3.4462889,103.31625,1.859375,3.6659202,90.074401,1386.2343,0.014526367,106.22286,27782881,12615483,1670,1
2.7265625,2.6164677,108.89601,1.059006,106.49554,1.3632813,2.7760989,67.845973,962.7647,0.010650635,64.405495,24024760,21841171,2870,0
0.7578125,2.3130785,57.955124,1.2162774,52.894118,0.37890625,0.94193396,18.617841,107.94245,0.002960205,18.308584,7665451.1,4795551.6,2720,1
3.167038699,5.825251906,66.059118,4.84391494,72.21622,1.583519362,3.95916802,61.41258372,926.2525668,0.012371245,60.71126124,43870389.65,21925492.42,1660,1
5.4453125,18.016532,56.861507,4.4235565,51.33075,2.7226563,5.1263673,19.671193,123.43759,0.021270752,18.946137,11791390,5441629.4,2500,1
0.0703125,0.28571209,114.5098,0.47682513,125.57647,0.03515625,0.18453539,30.623467,212.15977,0.000274658,33.618311,10464813,4593457,2940,0
0.5390625,0.83148992,116.76726,0.88610779,108.72605,0.26953125,1.0560792,132.03963,3299.3589,0.002105713,101.7113,33375789,25227562,2880,0
4.7421875,5.4646265,86.961915,2.9628607,92.447818,2.3710938,5.6449686,55.019574,675.44467,0.01852417,53.434338,23119215,8691369.8,1710,1
4.2734375,4.9687446,92.136359,2.885945,97.085006,2.1367188,4.8467555,58.648928,642.65736,0.016693115,58.558548,23234324,9034010.3,1670,1
0.6015625,1.3651445,81.295646,0.7011222,61.533469,0.30078125,0.87635574,13.511614,76.884122,0.002349854,15.530945,7311966.7,4389053.1,2270,1
4.78125,7.6095025,98.638985,5.8963947,74.59595,2.390625,4.1909976,18.955805,108.28283,0.018676758,18.060925,12523446,5575489.4,1810,1
0.7109375,1.012927,114.04266,1.2693144,111.44774,0.35546875,0.91319809,91.079574,1463.1297,0.0027771,77.227797,24830279,18619853,2960,0
0.125,0.3320184,111.08824,0.3133355,123.42857,0.0625,0.25819889,146.72793,2759.6441,0.000488281,123.24244,35276876,28185925,2920,0
0.3828125,0.62897359,103.66387,0.62035677,105.17647,0.19140625,0.52251689,94.60351,1777.2793,0.001495361,79.370126,21705040,16949978,2940,0
2.5234375,4.1373369,99.802586,3.4212797,68.294946,1.2617188,2.4346074,20.92233,123.39717,0.009857178,23.117254,10498565,5663149.9,1830,1
1.9921875,2.157193,106.99516,0.85803291,113.52941,0.99609375,2.0224195,58.463682,712.80866,0.007781982,54.326236,21580876,17144202,2790,0
5.8515625,6.3296451,86.472002,6.0592902,88.561869,2.9257813,6.9895131,68.865845,817.72245,0.022857666,90.501635,19650765,10796161,1870,1
0.609375,1.2688539,82.497738,1.1877978,61.490196,0.3046875,0.86825129,15.495079,81.987676,0.002380371,17.42911,7505360.8,4500884.7,2300,1
3.9921875,6.38218,94.610337,7.054275,76.25098,1.9960938,4.9772014,32.179057,374.69835,0.015594482,30.373211,11378277,6246568.6,1810,1
0.3046875,0.68226803,104.50679,0.47553327,102.67873,0.15234375,0.61055614,123.47784,3040.7143,0.001190186,100.65977,26607641,24477735,2950,0
3.0859375,3.2361816,103.77722,3.5835088,91.657754,1.5429688,3.4931459,37.412949,370.46187,0.012054443,37.518094,13740643,4604125.7,1630,1
2.5703125,4.8759148,79.689612,4.6410991,67.290113,1.2851563,2.8368607,17.765439,114.82954,0.010040283,16.188333,10787398,5092187.3,1920,1
0.0859375,0.30808895,89.326203,0.30808895,128.85561,0.04296875,0.20318391,138.17537,2238.9412,0.000335693,133.46461,45725357,36321213,2980,0
2.0078125,2.157193,104.44862,1.997892,108.97373,1.0039063,1.7388255,80.633439,968.64433,0.007843018,84.548112,29783591,24981346,2760,0
2.3046875,2.2987795,107.70568,2.6110074,104.44887,1.1523438,2.6884346,94.050525,1591.6942,0.009002686,93.082486,29334969,23900346,2850,0
3.765625,4.1893836,94.430071,2.5809722,99.83045,1.8828125,5.4154769,61.782875,1006.8064,0.014709473,59.868307,22567240,8749475,1650,1
0.5546875,1.25371,89.040597,0.99407695,65.576471,0.27734375,0.71759018,14.500359,75.648639,0.002166748,16.53759,7683044.2,4622883.3,2220,1
2.2109375,2.1795483,107.97755,1.7824605,109.25963,1.1054688,2.1640126,69.74117,760.45365,0.008636475,68.921474,28130796,10716642,1530,1
3.640625,3.5621244,92.809896,4.439714,94.57672,1.8203125,4.0086839,57.779687,550.88924,0.014221191,86.195675,19540259,8482020.4,1830,1
0.21875,0.51646131,93.781513,0.56421981,113.91481,0.109375,0.34831527,24.746454,167.42163,0.000854492,29.991608,14849906,11260220,2810,0
1.796875,2.4793934,102.31611,2.0883388,85.031674,0.8984375,1.8164384,26.521813,183.02104,0.007019043,29.059616,10265846,5223270.6,1770,1
0.6328125,0.92957609,98.178649,0.78176656,107.8111,0.31640625,0.83869902,79.563138,1244.2364,0.002471924,74.124692,26210234,20910466,2940,0
4.5078125,6.1208255,76.656132,6.966274,82.054186,2.2539063,6.326569,37.488375,449.09154,0.017608643,47.254426,14754329,7047155.3,1880,1
3.828125,3.645965,100.92389,4.4075072,100.13341,1.9140625,3.6148438,64.305577,648.86732,0.014953613,80.618478,18186089,8053533.2,1690,1
0.6328125,2.0691628,85.40305,0.21220162,70.117647,0.31640625,0.81498489,12.281651,57.018826,0.002471924,12.254268,10535824,4641935.4,2020,1
2.34375,5.0484854,80.032941,3.1622777,65.588235,1.171875,2.7342687,16.712919,111.70639,0.009155273,15.703109,11256060,5145418.6,1960,1
2.2421875,2.2474696,109.10432,1.9836313,100.95544,1.1210938,2.0724581,57.288442,560.35003,0.008758545,62.371233,19163137,15947324,2780,0
0.921875,1.9586649,83.294118,0.30808895,72.128342,0.4609375,1.0358465,30.697522,282.9615,0.003601074,32.916849,10437162,5631119.1,2040,1
3.3125,3.3243317,99.08657,3.2096124,97.941596,1.65625,4.4807869,47.537727,736.06244,0.012939453,43.853543,14277884,4879487.7,1650,1
6.03125,5.7888537,109.23804,4.5190909,97.469882,3.015625,5.1273727,70.460837,879.25971,0.02355957,78.546723,23138057,19523436,2750,0
0.671875,1.1301827,101.02326,0.5985033,87.939279,0.3359375,0.86116514,21.367983,164.19178,0.002624512,25.372058,10804054,5132686.1,1790,1
2.3203125,5.5371808,62.997029,1.9264113,56.959814,1.1601563,2.2995597,31.850828,257.10828,0.009063721,31.701869,9104427.9,6300779.1,2180,1
1.4375,1.7195037,109.61125,1.3774584,105.56069,0.71875,1.4762831,102.12021,1618.0001,0.005615234,109.14708,35968182,28856023,2860,0
5.671875,5.4340852,107.87166,4.7764751,97.901367,2.8359375,6.8733955,86.489172,1521.886,0.022155762,89.195401,26137762,21091825,2770,0
0.0859375,0.33266625,121.92513,0.37647348,97.235294,0.04296875,0.22164575,73.019879,794.49373,0.000335693,76.784305,30492988,25475336,2830,0
0.390625,0.74489734,106.70118,0.82275105,106.50267,0.1953125,0.54677082,124.43334,2749.2033,0.001525879,111.58641,42320106,32044005,2920,0
7.9375,8.151856,85.345067,5.7742076,87.949779,3.96875,8.4778257,88.997076,1489.1646,0.031005859,86.559755,32884893,15799879,1790,1
5.3203125,8.7941763,97.600415,5.7659772,73.533819,2.6601563,4.5913105,18.507656,103.63878,0.020782471,17.752939,12311149,5456191.7,1830,1
5.3203125,4.7503561,97.88028,5.5515602,97.447424,2.6601563,5.4454275,70.735416,847.21269,0.020782471,91.232006,20811649,10423561,1750,1
5.1015625,4.5883108,101.14332,4.6623109,94.499024,2.5507813,5.7549092,51.04146,650.5157,0.019927979,51.170023,15796064,5633780.8,1690,1
9.7890625,9.8872799,84.250692,9.2054417,82.040693,4.8945313,12.019943,90.126623,1533.6687,0.038238525,100.93959,21897752,17439795,1920,1
0.2890625,0.61672674,117.36725,0.48602518,116.77941,0.14453125,0.50740533,75.414523,1071.9054,0.00112915,69.299609,18203850,15308039,2840,0
5.4140625,5.5550606,91.294118,3.1502621,94.415806,2.7070313,6.4135357,59.618258,779.03257,0.021148682,57.378168,24203736,9196441.9,1690,1
4.9765625,8.7173145,99.355434,4.8731952,75.063725,2.4882813,4.8941601,18.234311,105.96902,0.019439697,17.55779,12120042,5457434.9,1820,1
11.21875,11.008184,80.488284,11.209255,79.452087,5.609375,12.649566,95.57999,1643.5264,0.043823242,115.76767,25849114,24042092,2050,1
4.71875,7.5356763,99.26529,5.4685426,76.279002,2.359375,4.6991603,18.114783,107.94402,0.018432617,17.401371,12139452,5413812.6,1810,1
0.7578125,2.2121572,81.300182,1.0419357,70.901961,0.37890625,0.95844256,10.686023,45.427555,0.002960205,10.851333,10300689,4758077.4,2000,1
